Domain,Canonical,Live,Redirect,Redirect To,Valid HTTPS,Defaults to HTTPS,Downgrades HTTPS,Strictly Forces HTTPS,HTTPS Bad Chain,HTTPS Bad Hostname,HSTS,HSTS Header,HSTS Max Age,HSTS All Subdomains,HSTS Preload Ready,Broken Root,Broken WWW
mapaplanet.gov,http://www.mapaplanet.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
mapstats.gov,http://mapstats.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
marine.gov,http://marine.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
marinecadastre.gov,http://marinecadastre.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
marview.gov,http://www.marview.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
max.gov,https://www.max.gov,True,False,,True,True,False,True,False,False,True,max-age=86400,86400,True,True,False,False
mbda.gov,http://www.mbda.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
mcc.gov,https://mcc.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
mcrmc.gov,http://mcrmc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
mda.gov,http://mda.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,True
medalofvalor.gov,https://www.medalofvalor.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
medicaid.gov,http://medicaid.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
medicalcountermeasures.gov,http://www.medicalcountermeasures.gov,True,False,,False,False,False,False,True,False,False,,,False,False,True,False
medicalreservecorps.gov,https://www.medicalreservecorps.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
medicare.gov,http://medicare.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
medline.gov,http://www.medline.gov,True,True,http://misuse.ncbi.nlm.nih.gov/error/abuse.shtml,False,False,False,False,False,True,False,,,False,False,False,False
medlineplus.gov,http://www.medlineplus.gov,True,True,http://www.nlm.nih.gov/medlineplus/,False,False,False,False,False,True,False,,,False,False,False,False
medpac.gov,http://medpac.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
mentalhealth.gov,http://www.mentalhealth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
mesh.gov,http://www.mesh.gov,True,True,http://www.nlm.nih.gov/mesh/mbrowser.html,False,False,False,False,False,True,False,,,False,False,False,False
mha.gov,http://www.mha.gov,True,True,http://www.makinghomeaffordable.gov/pages/default.aspx,False,False,False,False,False,True,False,,,False,False,False,False
mimedicare.gov,https://www.mimedicare.gov,True,True,https://es.mymedicare.gov/default.aspx?lang=es-mx,True,True,False,True,False,False,False,,,False,False,False,False
mitigationcommission.gov,http://www.mitigationcommission.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
mlkday.gov,http://www.mlkday.gov,True,True,http://www.nationalservice.gov/mlkday,False,False,False,False,False,False,False,,,False,False,False,False
mmc.gov,http://mmc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
mms.gov,http://mms.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
mojavedata.gov,https://mojavedata.gov,True,False,,False,True,False,True,True,False,False,,,False,False,False,False
moneyfactory.gov,http://moneyfactory.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
moneyfactorystore.gov,http://www.moneyfactorystore.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
mrgo.gov,http://www.mrgo.gov,True,True,http://www.mvn.usace.army.mil/missions/environmental/mrgoecosystemrestoration.aspx,True,False,False,False,False,False,False,,,False,False,False,False
mrlc.gov,http://www.mrlc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
msb.gov,http://msb.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
msha.gov,http://www.msha.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
mspb.gov,http://mspb.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
mtbs.gov,http://mtbs.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
mtmc.gov,http://mtmc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
mycreditunion.gov,http://www.mycreditunion.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
myfdic.gov,http://www.myfdic.gov,True,True,https://www.fdic.gov/,False,False,False,False,False,False,False,,,False,False,False,False
myfdicinsurance.gov,http://myfdicinsurance.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
myloc.gov,http://www.myloc.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
mymedicare.gov,https://mymedicare.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
mymoney.gov,http://www.mymoney.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
mynextmove.gov,http://www.mynextmove.gov,True,True,http://www.mynextmove.org/,False,False,False,False,False,True,False,,,False,False,False,False
mypay.gov,http://mypay.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
myra.gov,https://myra.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
myusa.gov,http://myusa.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nafri.gov,http://nafri.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
nagb.gov,http://nagb.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
namus.gov,http://namus.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nano.gov,http://nano.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
nara-at-work.gov,http://nara-at-work.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nara.gov,http://www.nara.gov,True,True,http://www.archives.gov/index.html,False,False,False,False,False,False,False,,,False,False,False,False
nasa.gov,http://www.nasa.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
nationalatlas.gov,http://www.nationalatlas.gov,True,True,http://nationalmap.gov/small_scale/,False,False,False,False,False,False,False,,,False,False,False,False
nationalbank.gov,http://www.nationalbank.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
nationalbankhelp.gov,http://nationalbankhelp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nationalbanknet.gov,http://www.nationalbanknet.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
nationalchildrensstudy.gov,http://www.nationalchildrensstudy.gov,True,True,http://www.nichd.nih.gov/research/ncs/pages/default.aspx,True,False,False,False,False,False,False,,,False,False,False,False
nationalgangcenter.gov,http://www.nationalgangcenter.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
nationalhousing.gov,http://nationalhousing.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nationalhousinglocator.gov,http://nationalhousinglocator.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nationalmap.gov,http://nationalmap.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
nationalresourcedirectory.gov,http://www.nationalresourcedirectory.gov,True,True,https://www.ebenefits.va.gov/sitedown/sitedown.html,True,False,False,True,False,False,False,,,False,False,False,False
nationalservice.gov,http://www.nationalservice.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nationalservicegear.gov,http://nationalservicegear.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nationalserviceresources.gov,https://www.nationalserviceresources.gov,True,True,http://www.nationalservice.gov/resources,True,True,False,True,False,False,False,,,False,False,False,False
nationsreportcard.gov,http://nationsreportcard.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nativeamericanheritagemonth.gov,http://nativeamericanheritagemonth.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
navycash.gov,http://www.navycash.gov,True,False,,False,False,False,True,False,True,False,,,False,False,True,False
nbc.gov,http://www.nbc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
nbm.gov,http://www.nbm.gov,True,True,http://www.broadbandmap.gov/,False,False,False,False,False,True,False,,,False,False,False,False
nbrc.gov,http://nbrc.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nccrc.gov,http://nccrc.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
nccs.gov,http://www.nccs.gov,True,True,https://www.olcf.ornl.gov/,False,False,False,True,False,True,False,,,False,False,False,False
ncd.gov,http://www.ncd.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ncifcrf.gov,http://www.ncifcrf.gov,True,True,http://ncifrederick.cancer.gov/,True,False,False,False,False,False,False,,,False,False,False,False
ncirc.gov,https://ncirc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ncix.gov,http://www.ncix.gov,True,True,http://www.ncsc.gov/,False,False,False,False,False,False,False,,,False,False,False,False
ncjrs.gov,https://www.ncjrs.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
ncpc.gov,http://www.ncpc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ncpw.gov,http://www.ncpw.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ncr.gov,http://ncr.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ncrc.gov,http://www.ncrc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
nctc.gov,http://www.nctc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ncua.gov,http://www.ncua.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ndep.gov,http://www.ndep.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ndop.gov,http://www.ndop.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ndsa.gov,http://www.ndsa.gov,True,True,http://www.digitalpreservation.gov/ndsa/,False,False,False,False,False,True,False,,,False,False,False,False
nea.gov,http://www.nea.gov,True,True,http://arts.gov/,False,False,False,False,True,True,False,,,False,False,False,False
neglecteddiseases.gov,http://www.neglecteddiseases.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
neh.gov,http://www.neh.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
nehrp.gov,http://nehrp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nel.gov,http://www.nel.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nemi.gov,http://www.nemi.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
nepa.gov,http://www.nepa.gov,True,True,https://ceq.doe.gov/,False,False,False,False,False,False,False,,,False,False,False,False
nersc.gov,http://www.nersc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
networx.gov,http://networx.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
neup.gov,http://www.neup.gov,True,True,https://inlportal.inl.gov/portal/server.pt?open=512&objid=600&mode=2,False,False,False,False,False,False,False,,,False,False,False,False
newmoney.gov,http://www.newmoney.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
nfpors.gov,https://nfpors.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
nga.gov,http://www.nga.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ngc.gov,http://www.ngc.gov,True,True,http://www.guideline.gov/,False,False,False,False,False,True,False,,,False,False,False,False
nhl.gov,http://nhl.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nhtsa.gov,http://www.nhtsa.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
nibin.gov,http://www.nibin.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
nic.gov,http://www.nic.gov,True,True,https://www.dotgov.gov/portal/web/dotgov;jsessionid=n951v9ylvyrttqhrthwfh9tn3fvn7b7ntbqgdncmvlrxdzdnrctcgmqhjdf7jtv1jqjcnc8wds9pnwyqzv5vgfjv1jsjvqv9b1wcp1lfb1nkzkvmyjmk2jq8mgnlfbzg!-1058532369!1434298408988,True,False,False,True,False,False,False,,,False,False,False,False
nicic.gov,http://nicic.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
niem.gov,https://www.niem.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
nifc.gov,http://www.nifc.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
niftt.gov,http://niftt.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nigc.gov,http://nigc.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
nih.gov,http://nih.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nihseniorhealth.gov,http://nihseniorhealth.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
nij.gov,http://nij.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
niosh.gov,http://www.niosh.gov,True,True,http://www.cdc.gov/niosh/,False,False,False,False,False,False,False,,,False,False,True,False
nist.gov,http://nist.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
nitrd.gov,https://www.nitrd.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
nixonlibrary.gov,http://nixonlibrary.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nlm.gov,http://www.nlm.gov,True,True,http://www.nlm.nih.gov/,False,False,False,False,False,True,False,,,False,False,False,False
nlrb.gov,http://nlrb.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
nls.gov,http://nls.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nmb.gov,http://www.nmb.gov,True,False,,False,False,True,False,True,False,False,,,False,False,True,False
nmcourt.fed.us,http://nmcourt.fed.us,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
nmic.gov,http://www.nmic.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
nmsc.gov,http://nmsc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
nmvtis.gov,http://www.nmvtis.gov,True,True,http://www.vehiclehistory.gov/,False,False,False,False,False,False,False,,,False,False,False,False
nnlm.gov,http://nnlm.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
noaa.gov,http://www.noaa.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
noaawatch.gov,http://www.noaawatch.gov,True,True,http://www.weather.gov/briefing/,False,False,False,False,False,False,False,,,False,False,False,False
nolaenvironmental.gov,http://www.nolaenvironmental.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
nonprofit.gov,http://www.nonprofit.gov,True,True,http://www.usa.gov/business/nonprofit.shtml,False,False,False,False,False,True,False,,,False,False,False,False
notalone.gov,https://www.notalone.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,False,False,False,False
nps.gov,http://www.nps.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
nrc-gateway.gov,http://nrc-gateway.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nrc.gov,http://www.nrc.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
nrd.gov,https://www.nrd.gov,True,True,https://www.ebenefits.va.gov/sitedown/sitedown.html,True,True,False,True,False,False,False,,,False,False,False,False
nrel.gov,http://www.nrel.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
nrelhub.gov,http://nrelhub.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nro.gov,http://nro.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nrojr.gov,http://nrojr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nsa.gov,https://www.nsa.gov,True,False,,True,True,False,True,False,False,False,,,False,False,True,False
nsep.gov,http://nsep.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True
nsf.gov,http://nsf.gov,True,False,,False,False,True,False,False,True,False,,,False,False,False,False
nsopw.gov,http://www.nsopw.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nstic.gov,http://www.nstic.gov,True,True,http://www.nist.gov/nstic/,False,False,False,False,True,True,False,,,False,False,False,False
nstl.gov,http://nstl.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nswp.gov,http://nswp.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ntdprogram.gov,http://www.ntdprogram.gov,True,False,,True,False,False,False,False,False,False,,,False,False,True,False
ntis.gov,http://www.ntis.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
ntrc.gov,http://www.ntrc.gov,True,True,http://web.ornl.gov/sci/transportation/facilities/ntrc/index.shtml,False,False,False,False,False,True,False,,,False,False,True,False
ntsb.gov,http://www.ntsb.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
nuclear.gov,http://nuclear.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
nutrition.gov,http://www.nutrition.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
nutritionevidencelibrary.gov,http://www.nutritionevidencelibrary.gov,True,True,,False,False,False,False,False,False,False,,,False,False,False,False
nvtc.gov,http://www.nvtc.gov,True,True,https://www.fbi.gov/about-us/intelligence/national-virtual-translation-center-nvtc,False,False,False,False,False,False,False,,,False,False,False,False
nwbc.gov,https://www.nwbc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
nwcg.gov,http://www.nwcg.gov,True,False,,False,False,False,False,True,True,False,,,False,False,True,False
nwtrb.gov,http://nwtrb.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
occ.gov,http://occ.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
occhelps.gov,http://occhelps.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
occnet.gov,http://occnet.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
odci.gov,http://odci.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
odni.gov,http://www.odni.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
oea.gov,http://www.oea.gov,True,False,,False,False,False,False,True,False,False,max-age=631138519; includeSubDomains,631138519,False,False,False,False
ofcm.gov,http://www.ofcm.gov,True,False,,False,False,False,False,False,False,False,,,False,False,True,False
ofda.gov,https://www.ofda.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
ofee.gov,http://ofee.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ofheo.gov,http://ofheo.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
ofr.gov,http://www.ofr.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
oge.gov,http://oge.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ogis.gov,http://www.ogis.gov,True,True,https://ogis.archives.gov/?p=/ogis/index.html,False,False,False,False,False,False,False,,,False,False,False,False
ojjdp.gov,http://www.ojjdp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ojp.gov,http://ojp.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
omb.gov,http://www.omb.gov,True,True,https://www.whitehouse.gov/omb,True,False,False,False,False,False,False,,,False,False,False,False
omblog.gov,http://www.omblog.gov,True,True,https://www.whitehouse.gov/omb/blog,False,False,False,False,False,True,False,,,False,False,False,False
ondcp.gov,http://www.ondcp.gov,True,True,https://www.whitehouse.gov/ondcp,True,False,False,False,False,False,False,,,False,False,False,False
onguardonline.gov,http://www.onguardonline.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
onhir.gov,http://onhir.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
onlineonguard.gov,http://www.onlineonguard.gov,True,True,http://www.onguardonline.gov/,False,False,False,False,False,True,False,,,False,False,False,False
onlinewbc.gov,http://onlinewbc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
onrr.gov,http://onrr.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
openinternet.gov,http://www.openinternet.gov,True,True,https://www.fcc.gov/topic/open-internet,False,False,False,False,False,False,False,,,False,False,False,False
opensource.gov,https://www.opensource.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
openworld.gov,http://openworld.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
opic.gov,https://www.opic.gov,True,False,,True,True,False,True,False,False,True,max-age=15768000,15768000,False,False,False,False
opm.gov,http://www.opm.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
opportunity.gov,http://www.opportunity.gov,True,True,http://federalstudentaid.ed.gov/opportunity/index.html,False,False,False,False,False,True,False,,,False,False,True,False
orau.gov,http://www.orau.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
organdonor.gov,http://www.organdonor.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
ornl.gov,http://www.ornl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
osac.gov,https://www.osac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
osc.gov,https://osc.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
oscnet.gov,http://oscnet.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
osdbu.gov,http://osdbu.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
osde.gov,http://osde.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
osha.gov,https://www.osha.gov,True,False,,True,True,False,False,False,False,False,,,False,False,False,False
oshrc.gov,http://oshrc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
osis.gov,http://osis.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
osm.gov,http://osm.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
osmre.gov,http://osmre.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
osti.gov,http://www.osti.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
ostp.gov,http://www.ostp.gov,True,True,https://www.whitehouse.gov/administration/eop/ostp,True,False,False,False,False,False,False,,,False,False,False,False
oti.gov,http://oti.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,True
ots.gov,http://ots.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,True
ourdocuments.gov,http://ourdocuments.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ovc.gov,http://ovc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ovcttac.gov,https://www.ovcttac.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
pac.gov,http://pac.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
pacer.gov,https://www.pacer.gov,True,False,,True,True,False,True,False,False,True,max-age=16070400,16070400,False,False,False,False
pandemicflu.gov,http://www.pandemicflu.gov,True,True,http://www.flu.gov/,False,False,False,False,False,True,False,,,False,False,False,False
papahanaumokuakea.gov,http://www.papahanaumokuakea.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
paperworkreduction.gov,http://paperworkreduction.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
partner4solutions.gov,http://www.partner4solutions.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
patriotbonds.gov,http://patriotbonds.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
pay.gov,https://pay.gov,True,False,,True,True,False,True,False,False,False,,,False,False,False,False
paymentaccuracy.gov,https://paymentaccuracy.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
pbgc.gov,http://pbgc.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
pcah.gov,http://pcah.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
pci.gov,http://pci.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
pcip.gov,http://www.pcip.gov,True,True,http://www.cms.gov/cciio/programs-and-initiatives/insurance-programs/pre-existing-condition-insurance-plan.html,False,False,False,False,False,True,False,,,False,False,False,False
pclob.gov,https://pclob.gov,True,False,,True,True,False,True,False,False,True,max-age=31536000; includeSubDomains; preload,31536000,True,True,False,False
pdbcecc.gov,http://www.pdbcecc.gov,True,True,,False,False,False,False,False,False,False,,,False,False,False,False
peacecore.gov,http://peacecore.gov,True,True,http://www.peacecorps.gov/,False,False,False,True,False,True,False,,,False,False,False,True
peacecorp.gov,http://www.peacecorp.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
peacecorps.gov,http://www.peacecorps.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
peacecorpsoig.gov,http://peacecorpsoig.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
pentagon.gov,http://www.pentagon.gov,True,True,http://www.defense.gov/,False,False,False,False,False,True,False,,,False,False,True,False
pepfar.gov,http://www.pepfar.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
performance.gov,http://www.performance.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
phe.gov,http://www.phe.gov,True,False,,False,False,False,False,True,False,False,,,False,False,False,False
pic.gov,http://pic.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
piedrasblancas.gov,http://www.piedrasblancas.gov,True,True,http://www.blm.gov/ca/st/en/fo/bakersfield/programs/pbls.html,False,False,False,False,False,True,False,,,False,False,False,False
pix.gov,http://pix.gov,False,False,,False,False,False,False,False,False,False,,,False,False,True,True
plainlanguage.gov,http://www.plainlanguage.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
pmf.gov,http://pmf.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
pmi.gov,http://www.pmi.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
pnl.gov,http://pnl.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,True
pnnl.gov,http://www.pnnl.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
poolsafely.gov,http://www.poolsafely.gov,True,False,,False,False,False,False,False,True,False,,,False,False,False,False
poolsafety.gov,http://www.poolsafety.gov,True,True,http://www.poolsafely.gov/,False,False,False,False,False,True,False,,,False,False,False,False
postoffice.gov,http://www.postoffice.gov,True,True,,False,False,False,False,False,True,False,,,False,False,False,False
ppdcecc.gov,http://ppdcecc.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
ppirs.gov,https://www.ppirs.gov,True,False,,False,True,False,True,True,False,False,,,False,False,True,False
pppl.gov,http://www.pppl.gov,True,False,,False,False,False,False,False,True,False,,,False,False,True,False
pracomment.gov,http://www.pracomment.gov,True,True,https://sites.google.com/a/pracomment.gov/sites/system/errors/sitedisabled?disabledsite=pracomment.gov/pracomments,False,False,False,False,False,False,False,,,False,False,True,False
prc.gov,http://www.prc.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
pregunteleakaren.gov,http://www.pregunteleakaren.gov,True,True,http://www.fsis.usda.gov/wps/portal/informational/en-espanol/preguntele-a-karen,False,False,False,False,False,True,False,,,False,False,False,False
preserveamerica.gov,http://preserveamerica.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
presidentialdocuments.gov,http://www.presidentialdocuments.gov,True,True,http://www.gpo.gov/fdsys/browse/collection.action?collectioncode=cpd,False,False,False,False,False,False,False,,,False,False,True,False
presidentialserviceawards.gov,http://www.presidentialserviceawards.gov,True,False,,True,False,True,False,False,False,False,,,False,False,False,False
presidio.gov,http://www.presidio.gov,True,False,,False,False,False,False,False,False,False,,,False,False,False,False
presidiotrust.gov,http://www.presidiotrust.gov,True,True,http://www.presidio.gov/pages/default.aspx,False,False,False,False,False,False,False,,,False,False,False,False
pretrialservices.gov,http://pretrialservices.gov,True,False,,False,False,False,False,True,True,False,,,False,False,False,False
primarysources.gov,http://www.primarysources.gov,True,True,http://www.loc.gov/,False,False,False,False,False,True,False,,,False,False,False,False
projectsafechildhood.gov,http://www.projectsafechildhood.gov,True,True,http://www.justice.gov/psc,False,False,False,False,False,False,False,,,False,False,False,False
projectsafeneighborhoods.gov,http://www.projectsafeneighborhoods.gov,True,True,https://www.bja.gov/programdetails.aspx?program_id=74,False,False,False,False,False,False,False,,,False,False,False,False
protecciondelconsumidor.gov,http://www.protecciondelconsumidor.gov,True,False,,True,False,False,False,False,False,False,,,False,False,False,False
